title,new title,papago title,google title,pororo title
"""[SC이슈]""""소속사서 퇴출""""…현아♥이던, 열애 인정이 불러온 '후폭풍'(종합)""",소속사서 퇴출 현아 이던 열애 인정이 불러온 후폭풍,현아의 열애설 여파.,에이전시,소속사와 그녀의 이탈 사이의 로맨틱한 관계의 여파
"""'아사연' 하일x문단열, 사돈 됐다..재익♥에스더 '첫 만남'(종합)""",아사연 하일x문단열 사돈 됐다 재익 에스더 첫 만남,"아사연, 하일x문단열. 재익 에스더의 첫 만남.","아사연,",아이온 하일렉스가 단속을 위해 구입되면서 말이다. 재익 에스더의 첫 만남
"""""""저 아니에요""""…최은경, 신종 코로나 확진자 루머→직접 해명 (전문)[종합]""",저 아니에요 최은경 신종 코로나 확진자 루머 직접 해명,"내가 아니야. 최은경, COVID-19 확진자 루머에 대해 설명해 주세요.",그것은 나 아니다.,
"""[전문]슈퍼주니어 은혁, 웬디 사고에 """"제대로 갖춰진 환경서 춤출수 있기를""""""",슈퍼주니어 은혁 웬디 사고에 제대로 갖춰진 환경서 춤출수 있기를,슈퍼주니어의 EUNHYUK과 WENDY가 이런 환경에서 춤을 췄으면 좋겠습니다.,Super Junior Eunhyuk은 춤을 추을 수있었습니다,
"""[공식]'5년째 열애' 이정재♥임세령, 오늘(1일) 나란히 해외 출국…소속사 """"확인 불가""""""",5년째 열애 이정재 임세령 오늘 나란히 해외 출국 소속사 확인 불가,,5 년 헌신적 인 이정재 이재 래,
"""[SC이슈]""""21주년 축하""""…핑클 회동→활동 본격화→올 여름 완전체 예능(종합)""",21주년 축하 핑클 회동 활동 본격화 올 여름 완전체 예능,핑클 21주년 기념식을 축하하기 위해 모임을.모든 멤버들과 함께 버라이어티 쇼 이번 여름.,21 번째 기념일 축하해 집착 활동을 축하합니다,
"""""""돈 쉽게 벌려고 했어요?""""…'골목식당' 조보아, 백종원급 독설""",돈 쉽게 벌려고 했어요 골목식당 조보아 백종원급 독설,,나는 돈을 쉽게 만들 것입니다.,
"""[엑's 이슈] """"화사라 소화 가능""""VS""""선정적""""…'2018 MAMA' 의상 두고 설전""",화사라 소화 가능 VS 선정적 2018 MAMA 의상 두고 설전,Hwasa적인 2018년 마마 의상을 VS는 누굴까 전쟁 말의 일을 해낼 수 있다.,Hwara Die Die Selectuishable VS 2018 엄마 의상 복용을 선택했습니다,
"""주상욱♥차예련, 딸과 함께 행복한 가족사진..눈에서 꿀이 뚝뚝""",주상욱 차예련 딸과 함께 행복한 가족사진 눈에서 꿀이 뚝뚝,"주상욱, 차예련 딸과 행복한 가족사진이 펼쳐졌다. 그녀의 눈에서 꿀이 뚝뚝 떨어졌어요.",해변 수업 딸과 함께 행복 한 가족 눈에 꿀 꿀,
"""‘무면허 음주 뺑소니’ 손승원, 보석 신청...“술에 의지하는 삶 살지 않겠다”""",무면허 음주 뺑소니 손승원 보석 신청 술에 의지하는 삶 살지 않겠다.,무면허 음주 뺑소니 손승원 보석 신청의 술에만 의지해 살지 않겠다.,나는 보석의 적용에 의존 할 삶을 살고 싶지 않습니다.,
"""[종합]승리, 심경고백→YG 세무조사→또 의혹…""""코카인 투약VS대질조사""""""",승리 심경고백 YG 세무조사 또 의혹 코카인 투약VS대질조사,"승리의 자백 YG 세무조사, 코카인 투약 의혹 VS 대체 수사",승리 인원은 YG 세금 연구를 다시 매달아 다닙니다,
"""'제3의 매력' 측 """"서강준X이솜 재회…이솜의 5년 밝혀진다""""""",제3의 매력 측 서강준X이솜 재회 이솜의 5년 밝혀진다.,세 번째 매력인 서강준X이솜의 모습이 5년째 공개된다.,세 번째 매력면 승 (Seung-Joon X)은 면화 재결합의 5 년이 밝혀졌습니다.,
"""경찰 """"승리 클럽 버닝썬 사건, 오해 소지 안타깝다...상호 폭행 혐의 입건""""""",경찰 승리 클럽 버닝썬 사건 오해 소지 안타깝다 상호 폭행 혐의 입건,경찰이 버닝썬 사건을 오해하고 있다는 점이 안타깝습니다. 그들은 상호 폭행 혐의로 기소되었다.,경찰 승리 클럽 태양 사례 오해를 태우는 것,
"""'안재현과 갈등' 구혜선, SNS 활동 재개…""""다시 시작"""" [종합]""",안재현과 갈등 구혜선 SNS 활동 재개 다시 시작,갈등 안 허재 현.구대성 혜선 그녀의 SNS활동이 다시 시작한다.,안재현과 갈등,
"""[단독] 도끼 측 """"해당 업체, 자료 문의에 회신 NO""""…법적대응 예고""",도끼 측 해당 업체 자료 문의에 회신 NO 법적대응 예고,,해당 공급 업체 데이터 문의에 응답 법적 반응 통지 없음,
"""[종합] '숨바꼭질' 송창의, 엄현경=진짜 상속녀 알았다 '충격'""",숨바꼭질 송창의 엄현경 진짜 상속녀 알았다 충격,,숨기기와 나는 Songhang의 진정한 상속을 알고있었습니다,
"""[단독] 잔나비, 라디오 출연 취소→'한밤' 방송 연기..비판 여론 ing(종합)""",잔나비 라디오 출연 취소 한밤 방송 연기 비판 여론 중,,라디오의 취소,
"""대성 """"불법영업 인지 못해"""" vs 부동산 """"건물주가 모를 리가""""[종합]""",대성 불법영업 인지 못해 vs 부동산 건물주가 모를 리가,대성이 불법영업자일 리 없고 부동산 소유자도 모를 리 없다.,"대성은 불법 사업이 될 수 없으며,",
"""[팝업★]""""사랑하면 닮나 봐"""" 강남♥이상화, 달달 포옹→10월 예비부부 비주얼(종합)""",사랑하면 닮나 봐 강남 이상화 달달 포옹 10월 예비부부 비주얼,"우리는 사랑하면 닮는 것 같아요. 강남 이상화, 달콤한 포옹. 10월의 예비 커플",사랑해.,
‘대화의 희열2’ 백종원의 롤러코스트 사업인생이 준 깊은 울림 [간밤TV],대화의 희열2 백종원의 롤러코스트 사업인생이 준 깊은 울림,대화의 즐거움 2. 백종원의 롤러코스터 비즈니스 라이프가 고스란히 담긴 깊은 울림이다.,대화의 다이어그램 2 Bae Jong Won 's Roller Coast Business Life,
"""'율희♥' 최민환, 생후 11일된 '짱이' 사진과 산모 율희 사진 공개""",율희 최민환 생후 11일된 짱이 사진과 산모 율희 사진 공개,"율희, 최민환. 11일 된 짱이랑 어머니 율희.","이윤희 최 민순화 11 일 후,",
"""'배가본드' 배수지, 이승기 죽음에 '오열'…이승기 살아서 지켜봤다""",배가본드 배수지 이승기 죽음에 오열 이승기 살아서 지켜봤다.,이승기가 백가본드 배수지의 죽음에 오열하며 그가 살아있는 모습을 지켜봤다.,본드 본드 본드 (Bond Bond Bond Bond Bond) 이승기를 본다.,
"""[단독] 한정수 측근 """"'연애의맛3' 진짜 데이트처럼...정말 진지해"""" (인터뷰) """,한정수 측근 연애의맛3 진짜 데이트처럼 정말 진지해,,Lim Jung-Soo 사랑의 맛 3 정말 진정한 날짜처럼 정말로 심각합니다.,
"""""""집착 벗어날 것""""… 판빙빙, 중고거래에 명품 옷 내놨다""",집착 벗어날 것 판빙빙 중고거래에 명품 옷 내놨다.,강박관념에서 벗어나기 위해 판빙빙 중고거래에 명품 옷을 내놨다.,나는 내 집착을 벗을 것이다.,
"""[단독] 김건모, 성폭행 의혹에도 콘서트ing..'미우새'는 """"방송여부 확인 중""""(종합)""",김건모 성폭행 의혹에도 콘서트중 미우새 는 방송여부 확인 중,김건모의 성폭행 의혹이 제기됐음에도 방송 여부를 확인하고 있다.,"김총 Mo의 의심하는 동안의 성폭력,",
"""[종합] 미야와키 사쿠라, AKB48 총선 은퇴→'프듀48' 센터 지킬까""",미야와키 사쿠라 AKB48 총선 은퇴 프듀48 센터 지킬까,Miyawaki 사쿠라 AKB48 은퇴 물산 48센터 총장 선거를.,미야 와키 사쿠라 AKB48 일반 선거 퇴직 48 센터,
"""""""누구냐, 말도 안돼""""..신동, 31kg 감량 성공→아이돌st 증명사진 공개 [종합]""",누구냐 말도 안돼 신동 31kg 감량 성공 아이돌st 증명사진 공개,누구세요?나는 SHINDONG 31kg을 잃어버리다니 믿을 수가 없어요.그의 ID사진을 공개하다.,누가 아니야?,
[전문] 삼성전자 “주진모 해킹 피해 우리 문제 아냐…계정 외부유출 추정” (공식입장),삼성전자 주진모 해킹 피해 우리 문제 아냐 계정 외부유출 추정,삼성전자 주진모 해킹 피해는 우리 문제가 아니다. 계정 외부 유출 추정.,삼성 전자의 유지 보수 해킹 손상은 문제가되지 않습니다.,
"""[엑's 이슈] """"화사라 소화 가능""""VS""""선정적""""…'2018 MAMA' 의상 두고 설전""",화사라 소화 가능 VS 선정적 2018 MAMA 의상 두고 설전,Hwasa적인 2018년 마마 의상을 VS는 누굴까 전쟁 말의 일을 해낼 수 있다.,Hwara Die Die Selectuishable VS 2018 엄마 의상 복용을 선택했습니다,
"""'할리우드 1세대' 오순택 별세…""""편히 잠드소서"""" 추모 물결 [종합]""",할리우드 1세대 오순택 별세 편히 잠드소서 추모 물결,"""할리우드의 1세대 오순택, 편히 잠드소서."" 추모 물결.",할리우드 1 세대 오시민 파도,
"""[SS리뷰]김명민X김현주X라미란 '기적의 호흡', 방송 3회만 '1위 껑충'""",김명민X김현주X라미란 기적의 호흡 방송 3회만 1위 껑충,김명민X김현주X라미란. 기적의 숨소리 방송 3회 만에 1위.,김명 - 최소 x 김현주 x 라마린 기적 호흡 방송 3 번,
"""[종합]'입대' 홍종현 """"김우빈과 서로의 새로운 출발 응원""""…삭발 모습 공개""",입대 홍종현 김우빈과 서로의 새로운 출발 응원 삭발 모습 공개,홍종현과 김우빈이 서로를 응원하기 위해 삭발하는 모습을 보여줄 예정이다.,입학 홍콩 김우빈과 서로의 새로운 출발 흔들림,
"""싱글맘 장백지, 셋째 출산 인정…아빠는 대체 누구?[룩@차이나]""",싱글맘 장백지 셋째 출산 인정 아빠는 대체 누구,싱글 엄마 장 씨 Baekji.셋째 출산.누가 너의 아빠니?,단일 엄마 장 백지는 세 번째 출산을 인정한 아빠를 인정했습니다,
"""'쇼미더머니 777' 수퍼비·키드밀리·마미손, 실력파 래퍼들의 열정 빅매치""",쇼미더머니 777 수퍼비 키드밀리 마미손 실력파 래퍼들의 열정 빅매치,쇼미더머니 777 슈퍼비 키드 밀리 마미손. 실력파 래퍼들의 빅매치.,Showmider Money 777 Superfi Kidmile Mami 수제 핸드 메이드 박람회 포장지 열정 큰 경기,
"""“우리 아기” 꼭 껴안은 이효리♥이상순, 깨소금 냄새 진동""",우리 아기 꼭 껴안은 이효리 이상순 깨소금 냄새 진동,"이 대통령 Sangsoon, 엄격하게 내 아기를 꼭 껴안았다.Sesame 소금 냄새가 튀어 올라다.",우리 아기는 이효리를 받아 들인다.,
"""[종합] '하나뿐인 내편' 유이, 이두일 죽고 쫓겨났다…최수종 우연 재회""",하나뿐인 내편 유이 이두일 죽고 쫓겨났다 최수종 우연 재회,나의 하나뿐인 친구 유이가 이틀 전에 죽어서 쫓겨났어요. 최수종의 우연의 재회.,나는 단 하나의 유일한 사람 중 하나이다.,
"""[리뷰IS] '해투4' 역시 장만월 사장, 아이유 전화 통화만으로 존재감""",해투4 역시 장만월 사장 아이유 전화 통화만으로 존재감,해피투게더4는 아이유와 통화하는 것만으로도 장만월 대표의 존재감이 있다.,Haitu 4는 전화 통화에도 존재합니다,
"""'같이 살래요' 장미희, 치매 증세 """"서연우가 누구야?"""" (종합)""",같이 살래요 장미희 치매 증세 서연우가 누구야,나는 그녀와 살고 싶다.누구야 선미 Mihee 치매 증상으로?,나는 함께 살 것이다.,
“부부싸움→화해”... ‘살림남’ 미나는 류필립하기 나름이에요[종합],부부싸움 화해 살림남 미나는 류필립하기 나름이에요,,커플 싸우는 화해 나미는 같은 방식입니다.,
"""“8100억 전재산 기부”...주윤발 선행, 박명수·김제동도 “존경”(종합)[Oh!쎈 이슈]""",8100억 전재산 기부 주윤발 선행 박명수 김제동도 존경,,"810 억 재료 김포 윤 리,",
‘나 혼자 산다’ 한혜진의 눈물 “엄마가 너무 속상해 한다” [간밤TV],나 혼자 산다 한혜진의 눈물 엄마가 너무 속상해 한다.,한 혜진의 우는 어머니는 매우 혼자 살고 있고 화가 나 있다.,난 혼자 사는.,
[종합] “YMC→스윙엔터테인먼트” 워너원 소속사 변경 왜? (전문),YMC 스윙엔터테인먼트 워너원 소속사 변경 왜,왜 YMC 스윙 엔터테인먼트 변화 아이 1의 소속사?,YMC 스윙 엔터테인먼트 워너의 대리점 변경,
"""""""베프 멋지다!""""…선미·안소희, 스승 박진영 콘서트 방문 '훈훈'""",베프 멋지다 선미 안소희 스승 박진영 콘서트 방문 훈훈,가장 친한 친구는 멋지다. 선미 안소희 선생님 박진영이 콘서트에 방문합니다.,헛소리 교사 공원 진 젊은 콘서트 방문 훈훈,
"""'백일의 낭군님' 한소희, '희대의 음탕녀'→'비극 로맨스'로 新세자빈 캐릭터""",백일의 낭군님 한소희 희대의 음탕녀 비극 로맨스 로 신세자빈 캐릭터,"""100일 내 왕자""한 소희를.한 음란한 소녀의 비극적인 로맨스입니다.",Haeil의 농건 한수희,
故조민기 유족 오열 속 발인..조문까지 논란 된 마지막 길,고조민기 유족 오열 속 발인 조문까지 논란 된 마지막 길,고민기 유족 조문 논란을 빚은 마지막 길이 열렸다.,마지막 도로는 높은 산화제의 방해물에 대해 논쟁의 여지가있다.,
"""""""상처 죄송""""…윰댕, 가정폭력 발언 논란→생방송 중단 선언(종합)[Oh!쎈 이슈]""",상처 죄송 윰댕 가정폭력 발언 논란 생방송 중단 선언,상처를 줘서 미안해. Yumdeng의 가정폭력 발언. 라이브 브로드캐스트에 대한 고지 사항입니다.,"미안 미안,",
[종합] “반갑다”vs“불편” 박봄 컴백 엇갈린 반응 (ft.디네이션),반갑다 vs 불편 박봄 컴백 엇갈린 반응,,좋은 대 VS 불편한 봄 컴백,
'28세 요절' 아비치 누구? 'EDM 미래' 세계적 DJ,28세 요절 아비치 누구 EDM 미래 세계적 DJ,"28살의 젊은 남자 아비, EDM, 퓨처 DJ입니다.",누가 28 세의 나이입니까?,
"""""""마음 고생""""…나영석·정유미, 황당 불륜 지라시→방송작가 검거→벌금형 선고 [종합]""",마음 고생 나영석 정유미 황당 불륜 지라시 방송작가 검거 벌금형 선고,망언 방송인 나영석 정유미가 구속돼 벌금형을 선고받았다.,나는 내 마음의 마음을 가지고있다.,
"""'두데' 지석진 """"이광수♥이선빈 열애, 미리 알았냐고? 노코멘트"""" 웃음""",두데 지석진 이광수 이선빈 열애 미리 알았냐고 노코멘트 웃음,"Dode 지동원 Seokjin, 리 Kwangsoo, 리 Sunbin.드릴 말씀 없어요. 미소가 떠올랐다.","죽은, 장진 리, 이경우 리,",
